LAMMPS data file via write_data, version 22 Aug 2018, timestep = 0

1536 atoms
2 atom types

7.3614341375868975e-01 2.7903856586243037e+01 xlo xhi
7.3614341375868975e-01 2.7903856586243037e+01 ylo yhi
7.3614341375868975e-01 2.7903856586243037e+01 zlo zhi

Masses

1 28.085
2 15.999

Atoms # charge

210 2 -1.2000000000000000e+00 7.8866317333940144e+00 6.9718607186006842e+00 3.6661378784361660e+00 0 0 0
404 1 2.3999999999999999e+00 1.0065038129466945e+01 1.2525162360858628e+00 2.7976151947914940e+00 0 0 0
1468 2 -1.2000000000000000e+00 1.2945745154389088e+00 1.3177261330219316e+00 5.8239797323950766e+00 0 0 0
1183 1 2.3999999999999999e+00 5.6429867370850273e+00 9.4728600050782337e+00 1.7257698912152071e+00 0 0 0
511 1 2.3999999999999999e+00 1.0297329846696194e+01 7.8772451575889750e+00 6.2159185361346747e+00 0 0 0
228 2 -1.2000000000000000e+00 6.6050273838512936e+00 8.9224528971863322e+00 4.9885680306036040e+00 0 0 0
209 2 -1.2000000000000000e+00 1.3194867494133144e+01 9.0583676255131333e+00 1.9083984816994748e+00 0 0 0
1393 1 2.3999999999999999e+00 8.0078998185545487e+00 8.4010770314637710e+00 4.3964341916553487e+00 0 0 0
1265 2 -1.2000000000000000e+00 4.9801182550090042e+00 7.6612599905297811e+00 6.6574608550577903e+00 0 0 0
616 2 -1.2000000000000000e+00 1.3459588611365419e+01 6.5655282704810576e+00 1.0842603435238085e+00 0 0 0
37 1 2.3999999999999999e+00 7.4386310435829284e+00 4.8612856037829522e+00 7.2148003111972985e+00 0 0 0
881 2 -1.2000000000000000e+00 6.2515193339885835e+00 5.4082969714502864e+00 6.2872572399041182e+00 0 0 0
117 2 -1.2000000000000000e+00 1.5819273899304607e+00 7.4703307165755435e+00 5.7356100569476016e+00 0 0 0
167 2 -1.2000000000000000e+00 3.0121908170932961e+00 2.3762440900452777e+00 7.3867780466331165e+00 0 0 0
1495 1 2.3999999999999999e+00 1.1552906136575803e+01 5.5576357034382839e+00 4.7109312607495317e+00 0 0 0
189 2 -1.2000000000000000e+00 4.1485711398935088e+00 9.4521311397769985e+00 4.9771862232015822e+00 0 0 0
338 1 2.3999999999999999e+00 1.7073162876760390e+00 2.7326249702969689e+00 6.4873297592304136e+00 0 0 0
294 2 -1.2000000000000000e+00 7.7895950646739074e+00 1.2957514609492291e+00 5.3558834309228347e+00 0 0 0
1461 2 -1.2000000000000000e+00 2.0350238295210223e+00 7.7913726237789067e+00 2.9537535366428060e+00 0 0 0
1171 1 2.3999999999999999e+00 4.5510405507111997e+00 2.0924081473455489e+00 3.9911891775598982e+00 0 0 0
114 2 -1.2000000000000000e+00 1.2371005151997288e+01 4.1476930104593848e+00 1.4951306105223909e+00 0 0 0
547 1 2.3999999999999999e+00 1.1050453426020728e+00 7.2938544830664389e+00 4.1701451522064676e+00 0 0 0
627 2 -1.2000000000000000e+00 3.5892108168872690e+00 5.9240403124386658e+00 2.3268181235720165e+00 0 0 0
1150 2 -1.2000000000000000e+00 1.2811553043486786e+01 1.6947718802172651e+00 5.8174477243170868e+00 0 0 0
498 2 -1.2000000000000000e+00 1.2789641518530509e+01 6.5899231128083740e+00 4.8404905900915258e+00 0 0 0
1069 1 2.3999999999999999e+00 6.9922014580717011e+00 6.5486334525064009e+00 2.3918473816819059e+00 0 0 0
644 1 2.3999999999999999e+00 4.4468197308481381e+00 5.1689045757437286e+00 3.4441513771008490e+00 0 0 0
350 1 2.3999999999999999e+00 1.4270504985148609e+01 1.0908012472869379e+00 6.0164604731926659e+00 0 0 0
1258 2 -1.2000000000000000e+00 1.1913449582831126e+01 4.1264315748498941e+00 5.2901623893285343e+00 0 0 0
693 2 -1.2000000000000000e+00 4.2153074015927299e+00 3.6006860980381710e+00 3.6137391368467555e+00 0 0 0
332 1 2.3999999999999999e+00 1.0896542015367526e+01 4.1536837396924753e+00 2.1477876943276373e+00 0 0 0
69 2 -1.2000000000000000e+00 8.9586714710239743e+00 8.4150168898251252e+00 5.6677357576945546e+00 0 0 0
1149 2 -1.2000000000000000e+00 1.0523805700647603e+01 2.7851937218075538e+00 2.9205860250439870e+00 0 0 0
568 2 -1.2000000000000000e+00 1.0190659891963342e+01 2.2400216314264547e+00 5.9769750223196976e+00 0 0 0
1519 1 2.3999999999999999e+00 1.4950169528922541e+00 8.2939247061443844e+00 7.1210139829624390e+00 0 0 0
449 2 -1.2000000000000000e+00 5.9434337414599137e+00 5.4923426487628397e+00 2.9530013924522791e+00 0 0 0
492 2 -1.2000000000000000e+00 6.0274606554318675e+00 1.7554835126787525e+00 3.4798141171529111e+00 0 0 0
605 2 -1.2000000000000000e+00 4.6545798161170646e+00 1.8437527060319330e+00 5.6350983085296651e+00 0 0 0
1054 2 -1.2000000000000000e+00 8.8156791774132071e+00 9.2740297151701192e+00 3.3069316466206109e+00 0 0 0
620 1 2.3999999999999999e+00 5.3282838296115695e+00 9.0896548778105828e+00 5.9831341084964231e+00 0 0 0
1470 2 -1.2000000000000000e+00 1.0522680988422270e+01 6.3465758447711869e+00 5.6588286091810875e+00 0 0 0
992 1 2.3999999999999999e+00 8.7012516677958427e+00 1.9691557241121342e+00 6.4987361449332610e+00 0 0 0
1449 2 -1.2000000000000000e+00 1.0987097298000771e+01 5.3539389346109969e+00 3.2354762247811193e+00 0 0 0
618 2 -1.2000000000000000e+00 4.1798662435856144e+00 5.8517396496974987e+00 4.8981961918821417e+00 0 0 0
1195 1 2.3999999999999999e+00 1.3086434870764785e+01 8.1627025866224905e+00 5.3287434746192748e+00 0 0 0
1192 2 -1.2000000000000000e+00 1.1557533760699100e+01 8.6147164479010421e+00 5.5386503644286611e+00 0 0 0
342 2 -1.2000000000000000e+00 6.2169962660293114e+00 8.0397875629445998e+00 2.1814566049083197e+00 0 0 0
489 2 -1.2000000000000000e+00 1.8184737096592869e+00 3.7154288773582325e+00 5.2416451993915381e+00 0 0 0
199 1 2.3999999999999999e+00 2.6107491276394206e+00 7.0225237474752795e+00 1.6618271197824677e+00 0 0 0
128 1 2.3999999999999999e+00 1.1686044162170054e+01 2.7818336514920348e+00 6.1379356985434734e+00 0 0 0
1460 1 2.3999999999999999e+00 7.2266853291602455e+00 8.1863593214499619e-01 3.9317572845348741e+00 0 0 0
